fips_code,data_centers,total_power_usage_kwh,total_carbon_emission_2023_tons
42021,['viLogics_South Park Building'],[65574.85714],[14157.76543]
42027,['SCDC1'],[65574.85714],[14157.76543]
42029,['TrueNet'],[65574.85714],[14157.76543]
42041,"['OneNeck IT Solutions', 'Cologix DSM2']","[206444.0, 206444.0]","[14157.76543, 14157.76543]"
42043,['ELEVATED'],[65574.85714],[14157.76543]
42071,"['1210 Integrity Drive (DFW18)', '1215 Integrity Drive (DFW25)', 'Rackspace Dallas 2', 'Plateau']","[78464.60072, 78464.60072, 78464.60072, 44773.33333]","[14157.76543, 14157.76543, 14157.76543, 14157.76543]"
42075,['Meta New Albany Data Center'],[15153.11538],[14157.76543]
42077,"['Flexential Allentown Data Center', 'Colocation America PHILLYDC1', 'LightEdge - Omaha', 'First National Technology Solutions', 'Lumen Louisville 2']","[65574.85714, 65574.85714, 232912.9412, 232912.9412, 81030.0]","[14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543]"
42079,['Amazon AWS PHL - 1125 Electron'],[65574.85714],[14157.76543]
42091,"['Flexential Phiadelphia - Collegeville Data Center', 'DaSTOR King of Prussia I', 'DaSTOR King of Prussia II', 'TierPoint Conshohocken']","[65574.85714, 65574.85714, 65574.85714, 65574.85714]","[14157.76543, 14157.76543, 14157.76543, 14157.76543]"
42095,"['TierPoint Lehigh Valley', 'Colocation America PHILLYDC3']","[65574.85714, 65574.85714]","[14157.76543, 14157.76543]"
42101,"['MDC McAllen - MCA2', 'Hanover Technology Park', 'Centersquare - Phoenix', 'Expedient  Pittsburgh South', 'TierPoint Philadelphia- Navy Yard', '365 Data Centers - Philadelphia (University City)', 'DataBank PHL1 - Downtown Philadelphia', 'Colocation America PHILLYDC2', 'ColoHouse Philadelphia', 'Equinix PH1', 'Crown Castle Philadelphia (PA2)', 'LightWave Networks', 'Netrality - 900 Walnut', 'TierPoint St. Louis-Walnut', 'Lumen St. Louis 2', 'Connectria STL-2', 'Earthnet Data Center', 'Lumen Columbus 1', 'Lumen Mobile 1', 'Airnet, by Dataprise', 'Cologix DSM1', 'Lumen Hartford 1']","[78464.60072, 71566.85412, 77200.83951, 65574.85714, 65574.85714, 65574.85714, 65574.85714, 65574.85714, 65574.85714, 65574.85714, 65574.85714, 65574.85714, 24309.0, 24309.0, 24309.0, 24309.0, 27448.0, 15153.11538, 99280.0, 28850.86957, 206444.0, 4380.0]","[14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543]"
42129,['Windstream Evansville'],[5071.578947],[14157.76543]
42133,['Lumen Des Moines'],[206444.0],[14157.76543]
44001,"['Lumen Stamford', 'Data Ark - Stamford']","[4380.0, 4380.0]","[32352.16122, 32352.16122]"
44007,"['Crown Castle Providence (RI1)', 'Lumen Providence 1', 'MegaNet Foundry Datacenter', 'Provdotnet - PDC1']","[2920.0, 2920.0, 2920.0, 2920.0]","[32352.16122, 32352.16122, 32352.16122, 32352.16122]"
45015,['Google Berkeley County Data Center'],[134904.0],[181137.82]
45019,"['DartPoints Charleston', 'Elink Datacenter']","[134904.0, 134904.0]","[181137.82, 181137.82]"
45051,"['Lumen Fort Myers 2', 'Lumen Fort Myers 1', 'Opticom Bozeman']","[11252.68293, 11252.68293, 192720.0]","[181137.82, 181137.82, 181137.82]"
45073,['Technology Solutions'],[134904.0],[2438441.564]
45079,"['DartPoints Columbia', 'Segra Columbia']","[134904.0, 134904.0]","[181137.82, 181137.82]"
45083,"['Netrality - Indy Telcom Center', 'DartPoints Spartanburg']","[5071.578947, 134904.0]","[2438441.564, 2438441.564]"
46083,['Midco Sioux Falls'],[559388.5714],[111761.7783]
46099,"['TierPoint Sioux Falls East', 'TierPoint Sioux Falls West']","[559388.5714, 559388.5714]","[111761.7783, 111761.7783]"
46135,['Midco Yankton'],[559388.5714],[111761.7783]
47009,['Lumen Waco'],[78464.60072],[217436.4691]
47037,"['San Antonio Data Center', 'Flexential Nashville - Cool Springs Data Center', 'Flexential Nashville - Brentwood Data Center', 'EdgeConneX Nashville - EDCNAS01', 'H5 Data Centers Nashville', 'Windstream Nashville', 'Peacecom NREP', 'Lumen Berry Hill', 'Lumen Nashville 2', 'Lumen Nashville 1', 'IRIS - Nashville']","[78464.60072, 28850.86957, 28850.86957, 28850.86957, 28850.86957, 28850.86957, 28850.86957, 28850.86957, 28850.86957, 28850.86957, 28850.86957]","[14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543]"
47093,"['Lumen Laredo 1', 'Peacecom Knoxville', 'Windstream Knoxville', 'Infinity Data Center', 'CENTRA Portland, ME (PWM01)']","[78464.60072, 28850.86957, 28850.86957, 28850.86957, 5256.0]","[217436.4691, 217436.4691, 217436.4691, 217436.4691, 217436.4691]"
47113,['Aeneas Internet & Telephone'],[28850.86957],[14157.76543]
47125,['Google Montgomery County Data Center'],[28850.86957],[14157.76543]
47149,['Element Critical Chicago Two'],[49338.91391],[14157.76543]
47155,['CBTS Lebanon Data Center'],[15153.11538],[2438441.564]
47157,"['EdgeConneX Memphis - EDCMEM01', 'DataBank MEM1 - Memphis', 'Expedient Memphis', 'Verizon Memphis', 'Sentinel TN-1', 'Lumen Memphis 1', 'Worldspice']","[28850.86957, 28850.86957, 28850.86957, 28850.86957, 28850.86957, 28850.86957, 28850.86957]","[71061.76832, 71061.76832, 71061.76832, 71061.76832, 71061.76832, 71061.76832, 71061.76832]"
47163,['Windstream Bristol'],[28850.86957],[2438441.564]
47165,"['Meta Gallatin - Building 5', 'Meta Gallatin Campus', 'Meta Gallatin - Building 2', 'Meta Gallatin - Building 6', 'Meta Gallatin - Building 3', 'Meta Gallatin - Building 4', 'Meta Gallatin - Building 1']","[28850.86957, 28850.86957, 28850.86957, 28850.86957, 28850.86957, 28850.86957, 28850.86957]","[14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543]"
47187,"['Flexential Nashville - Franklin Data Center', 'TierPoint Nashville', 'Windstream Brentwood']","[28850.86957, 28850.86957, 28850.86957]","[14157.76543, 14157.76543, 14157.76543]"
48019,['Lumen Portland 1'],[58840.94495],[143233.4815]
48027,"['Meta Temple Data Center', 'CyrusOne CHI5 - Lombard']","[78464.60072, 49338.91391]","[111761.7783, 111761.7783]"
48029,"['Stream DC San Antonio II - Westover Hills', 'Stream DC San Antonio III', 'CyrusOne SAT1 - San Antonio', 'CyrusOne SAT2 - San Antonio', 'CyrusOne SAT5 - San Antonio', 'H5 Data Centers San Antonio', 'Amazon AWS SAT - 7400 Potranco', 'CloudHQ SAT Campus', 'Microsoft San Antonio (SAT15)', 'Microsoft Wiseman Boulevard (SAT14)', 'QTS San Antonio', 'Microsoft San Antonio (SN7)', 'Microsoft San Antonio', 'Amazon AWS SAT - 12807 Donop', 'Microsoft San Antonio (SAT46)', 'Windstream San Antonio', 'Microsoft San Antonio (SAT40)', 'SiteB Data', 'Lumen San Antonio 3', 'Lumen San Antonio 2', 'Lumen San Antonio 1', 'SATC Co-Location Services', 'CityNAP']","[78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072]","[143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815]"
48039,['Digital Enterprise Center'],[5071.578947],[143233.4815]
48041,"['FIBERTOWN - Bryan, Texas']",[78464.60072],[111761.7783]
48055,['Prime Austin'],[78464.60072],[143233.4815]
48061,['CBTS Florence Data Center'],[81030.0],[1915188.214]
48075,['Inland Fiber & Data'],[11252.68293],[111761.7783]
48085,"['Centersquare Allen', 'Flexential Dallas - Plano Data Center', 'Flexential Dallas - Richardson Data Center', 'CyrusOne DFW3 - Allen', 'Tierpoint Dallas-Allen', 'Evocative DAL6', 'DataBank DFW3 - Plano', 'ScaleMatrix Dallas', '24 Hour Data', 'STACK Infrastructure DFW01B', 'STACK Infrastructure DFW01A', 'Skybox Atlantic Station', 'Equinix DA7', 'Skybox Legacy Campus', '1000 Coit Road', '24 Hour Data']","[78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072]","[111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 14157.76543]"
48113,"['CoreSite Santa Clara (SV3)', '2323 Bryan Street (DFW10)', '8435 Stemmons Freeway (DFW36)', '850 E. Collins Boulevard (DFW28)', 'Centersquare Webb Chapel', '900 Quality Way (DFW17)', '950 E. Collins Boulevard (DFW29)', '2440 Marsh Lane (DFW12)', 'Hivelocity - Dallas 1', '907 Security Row (DFW35)', 'Flexential Dallas - Downtown Data Center', '4849 Alpha Road (DFW14)', 'TierPoint Dallas', 'DataBank DFW1 - Downtown Dallas', 'DataBank DFW2 - North Dallas', 'Cologix DAL1', 'Cologix DAL2', 'Equinix DA1', '365 Data Centers - Richardson', 'DataBank DFW5 - Dallas Infomart', 'Infomart Dallas', 'Equinix DA6', 'Equinix DA2', 'Cogent Data Center - Dallas', 'DataBank DFW6 - Dallas Love Field', 'Cologix DAL3', 'Equinix DA11', 'DataBank DFW7 - Dallas LBJ', 'DataBank DFW4 - Dallas Empire', 'H5 Colo Dallas', 'CoreSpace', 'STACK Infrastructure DFW02 Campus', 'Equinix DA3', 'ColoCrossing DFW1', 'Edged Dallas', 'KDC Richardson', 'CyrusOne Dallas (Downtown)', 'STACK Infrastructure DFW02C', 'STACK Infrastructure DFW02E', 'STACK Infrastructure DFW02F', 'Consolidated Dallas', 'Neutron Data Center', 'STACK Infrastructure DFW02D', 'STACK Infrastructure DFW02B', 'STACK Infrastructure DFW02A', 'Cogent Data Center - Irving', 'Skybox PowerCampus Dallas', 'Prime Dallas 2', 'PowerHouse Irving', 'Equinix DA4', '365 Data Centers - Dallas', 'Mobius Partners - Farmers Branch', 'Equinix DA9', 'Lumen Dallas', 'Eonix Communications Dallas', 'TPx Dallas Data Center', 'Synoptek - Dallas Data Center', 'Serverphase.com', 'STACK Infrastructure', 'Lumen Dallas', 'Lumen Dallas 4', 'Data Canopy - Dallas', 'Lumen Dallas 2', 'Epic.io', 'Dallas', 'Psychz Dallas', 'DataBank - zColo - 2323 Bryan St', 'Tier.Net', 'Nimbix - Dallas', 'NocRoom Dallas Colocation and VPS', 'LOGIX FIBER NETWORKS Dallas #1', 'LOGIX FIBER NETWORKS Dallas #2', 'VAZATA Dallas II', 'Carrier-One Datacenter', 'SoftLayer - DAL01', 'SoftLayer - DAL02/06', 'SoftLayer - DAL04', 'SoftLayer Headquarters', 'Sago Networks Atlanta', 'DartPoints Columbus']","[33566.97482, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 73516.55952, 5071.578947]","[111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783]"
48121,"['4025 Midway Rd (DFW11)', '2501 S. State Highway 121 (DFW26)', 'CyrusOne DFW2 - Lewsiville', 'ColoHouse Dallas', 'Core Scientific Denton', 'Centersquare Mesa', 'AT&T 1301 W Univesity']","[78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 77200.83951, 77200.83951]","[111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783]"
48139,['Google Midlothian Data Center'],[78464.60072],[111761.7783]
48141,"['Stanton Data Center', 'MDC El Paso - ELP1', 'Fl¨\xad Networks El Paso', 'Lumen El Paso 1']","[78464.60072, 78464.60072, 78464.60072, 78464.60072]","[111761.7783, 111761.7783, 111761.7783, 111761.7783]"
48187,['PocketiNet Walla Walla'],[58108.0],[143233.4815]
48201,"['1100 Space Park Dr (SJC10)', 'Colovore SJC01', 'TRG Houston One', '12001-12245 North Freeway (IAH11)', 'Data Foundry- Houston 2', 'Skybox Houston One', 'Netrality - 1301 Fannin', 'EdgeConneX Houston', 'DataBank HOU1 - Westway Park I', 'FIBERTOWN - Houston, Texas', 'DataBank HOU5 - Houston Galleria', '1001 Texas Data Center', 'DataBank HOU2 - Westway Park II', 'Cogent Data Center - Houston', 'CyrusOne Houston (Greenspoint)', 'Cogent Data Center - Houston 2', 'Equinix HO1', 'Data Foundry - Houston 1', 'Verizon Houston', 'Energy Transfer Data Center', 'Lumen Houston 3', 'Crown Castle Houston (TX1)', 'LOGIX FIBER NETWORKS KATY #1', 'Evocative - INAP Houston', 'Lumen Houston 2', 'Lumen, 3939 Corporate Dr', 'LOGIX FIBER NETWORKS Houston #3', 'CyrusOne Houston Greenspoint', 'SoftLayer - HOU00', 'NaviSite Houston', 'SoftLayer - HOU02', 'TeleSource IDC', 'SoftLayer - HOU04', 'SoftLayer - HOU01', 'Lumen Stratford 1', 'Sentinel NY-1', 'TierPoint Bethlehem', 'Lumen Lancaster 1', 'Cleveland Data Center', 'DartPoints Shreveport']","[33566.97482, 33566.97482, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 31776.44531, 65574.85714, 65574.85714, 15153.11538, 6570.0]","[143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815]"
48209,['CloudBurst Central Texas'],[78464.60072],[143233.4815]
48215,"['Lumen McAllen 1', 'Chase Tower McAllen']","[78464.60072, 78464.60072]","[1915188.214, 1915188.214]"
48303,['Lumen Lubbock 1'],[78464.60072],[111761.7783]
48325,['Microsoft San Antonio (SAT80 & SAT81)'],[78464.60072],[143233.4815]
48339,"['Stream DC Houston I - The Woodlands', 'Montgomery Westland Bunker']","[78464.60072, 78464.60072]","[143233.4815, 143233.4815]"
48347,['NacSpace Data Center'],[78464.60072],[111761.7783]
48389,['Core Scientific Pecos'],[78464.60072],[111761.7783]
48399,['Quasar Data Center'],[78464.60072],[111761.7783]
48439,"['TierPoint Dallas - Fort Worth', '5CDC Dallas-Fort Worth - DFW01', 'Centersquare - Dallas DFW1', 'Cogent Data Center - Fort Worth', 'QTS Fort Worth', 'Meta Fort Worth Data Center', 'Lumen Fort Worth 2', 'Rackspace Dallas', 'LOGIX FIBER NETWORKS  Fort Worth']","[78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072]","[111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783]"
48441,['Abilene Clean Campus'],[78464.60072],[111761.7783]
48453,"['Skybox Austin', 'Lumen Austin 2', 'Thin-nology', 'ColoCrossing LA1', 'Telecom Center LA', 'WebNX LAX', 'ColoCrossing LA1', 'Telecom Center LA', 'WebNX LAX', '7500 Metro Center Drive (AUS11)', 'Lumen Austin 4', 'CyrusOne AUS3 - Austin', 'CyrusOne AUS2 - Austin', 'Data Foundry - Texas 1', 'LightEdge - Austin II', 'Element Critical Austin One', 'LightEdge - Austin I', 'Data Foundry - Texas 2', 'LOGIX FIBER NETWORKS Austin', 'Data Foundry - Austin 1', 'CyrusOne Austin Data Center I', 'Data Foundry - The Data Ranch', 'Cogent Data Center - Austin', 'GTT Austin Data Center', 'Lumen Austin 1', 'Lumen Austin 3', 'Hostway Austin Waller', 'Hostway Austin Trade Center', 'DataBank ACT1 - Waco', 'C Spire Starkville']","[78464.60072, 78464.60072, 78464.60072, 33566.97482, 33566.97482, 33566.97482, 33566.97482, 33566.97482, 33566.97482, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 98622.55]","[111761.7783, 111761.7783, 111761.7783, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815]"
48479,"['MDC Laredo - LDO1', 'Windstream Laredo']","[78464.60072, 78464.60072]","[1915188.214, 1915188.214]"
48491,"['Switch THE ROCK Campus', 'DataBank AUS1 - Austin', 'SDC Austin', 'Skybox PowerCampus Austin']","[78464.60072, 78464.60072, 78464.60072, 78464.60072]","[111761.7783, 111761.7783, 111761.7783, 111761.7783]"
49035,"['Amazon AWS PDX - Penney Campus', 'Amazon AWS PDX - 994 Penney', 'Amazon AWS PDX - 988 Penney', 'Amazon AWS PDX - 976 Penney', 'Amazon AWS PDX - 982 Penney', '21625 Gresham Drive (ACC7)', 'Flexential Salt Lake City - Downtown Data Center', 'Flexential Salt Lake City - Millcreek Data Center', 'Flexential Salt Lake City - South Valley Data Center', 'Novva Salt Lake City', 'EdgeConneX Salt Lake City-EDCSLC01', 'Aligned SLC-02', 'Aligned SLC-01', 'DataBank SLC5 - Granite Point', 'DataBank SLC4 - Granite Point', 'DataBank SLC6 - Granite Point', 'DataBank SLC1 - Downtown Salt Lake City', 'DataBank SLC3 - Granite Point West', 'DataBank SLC2 - Granite Point East', 'Salt Lake City Campus', 'Voonami Salt Lake City Data Center', 'XMission Data Center', 'CirrusDS View 78 Data Center', 'Lumen Salt Lake City 2', '2302 South Presidents Drive']","[58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 71566.85412, 94890.25926, 94890.25926, 94890.25926, 94890.25926, 94890.25926, 94890.25926, 94890.25926, 94890.25926, 94890.25926, 94890.25926, 94890.25926, 94890.25926, 94890.25926, 94890.25926, 94890.25926, 94890.25926, 94890.25926, 94890.25926, 94890.25926]","[42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091]"
49049,"['Flexential Salt Lake City - Lindon Data Center', 'Fibernet Utah Data Center', 'Voonami Orem Data Center']","[94890.25926, 94890.25926, 94890.25926]","[42351.41091, 42351.41091, 42351.41091]"
49053,"['Tonaquint Saint George Data Center', 'Tonaquint Saint George Data Center']","[94890.25926, 94890.25926]","[10300210.74, 10300210.74]"
49057,['Meta Eagle Mountain Data Center'],[94890.25926],[42351.41091]
50007,['FirstLight Williston VT'],[101074.78],[32352.16122]
50015,['StoweVT'],[101074.78],[32352.16122]
51036,['PointOne Richmond Data Center Campus'],[71566.85412],[14157.76543]
51041,"['Chirisa Richmond Technology Park', 'Chirisa Richmond Technology Park CTP-02', 'Chirisa Richmond Technology Park CTP-03', 'Chirisa Richmond Technology Park CTP-06', 'Chirisa Richmond Technology Park CTP-01', 'CTSI Data Center']","[71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412]","[14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543]"
51047,"['Databank IAD5 - Culpeper', 'CloudHQ CLP Campus', 'Culpeper Campus', 'Equinix CU3', 'Equinix CU1', 'Equinix CU2', 'CloudHQ CLP3', 'CloudHQ CLP1', 'CloudHQ CLP2', 'Amazon AWS IAD - 20420 Germanna', 'Equinix CU4']","[71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412]","[14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543]"
51059,"['Element Critical Northern Virginia', 'CoreSite Reston (VA3)', 'CoreSite Reston (VA1)', 'CoreSite Reston (VA2)', 'Evocative IAD1', 'Flex Data Center Reston', '8100 Boone Boulevard', 'Superb DCA2 - McLean', 'Cogent Data Center - Vienna', 'DataBank IAD2 - McLean', 'CherryRoad DCA2', 'Equinix DC7', 'Equinix DC8', 'Lumen McLean', 'NDC01', 'ATI  DC-1', '4030 Lafayette Center (IAD30)', '4050 Lafayette Center (IAD31)', '4040 Lafayette Center (IAD32)', 'H5 Data Centers Virginia', 'Amazon AWS IAD - Westfax Campus', 'Amazon AWS IAD - 4101 Westfax', 'Amazon AWS IAD - 4100 Westfax', 'ATI - DC - 2', 'SoftLayer - WDC01', '365 Data Centers - Herndon', 'Amazon AWS IAD - EDS Campus', 'Equinix DC97', 'Amazon AWS IAD - 13600 EDS B', 'Amazon AWS IAD - 13600 EDS C', 'Amazon AWS IAD - 13600 EDS A', 'Aptum Herndon', 'Cogent Herndon']","[71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412]","[14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543]"
51061,['OVHcloud VIN1'],[71566.85412],[14157.76543]
51067,"['Lumen, 1124 Hardy Rd']",[78464.60072],[14157.76543]
51069,['Middletown Data Center'],[71566.85412],[14157.76543]
51085,"['Pixel Factory Data Center', 'Richweb Data Center']","[71566.85412, 71566.85412]","[14157.76543, 14157.76543]"
51087,"['Amazon AWS IAD - Bethlehem Campus', 'Amazon AWS IAD - 8200 Bethlehem', 'Amazon AWS IAD - 8210 Bethlehem', 'Amazon AWS IAD - 8180 Bethlehem', 'Amazon AWS IAD - 7500 Bethlehem', 'PRP - 7816 Bethlehem', 'Amazon AWS IAD - Virginia Mallory Campus', 'Amazon AWS IAD - Virginia Mallory 2', 'Amazon AWS IAD - Virginia Mallory 3', 'Amazon AWS IAD - Virginia Mallory 1', 'Flexential Richmond Data Center', 'EdgeConneX Richmond - EDCRIC01', 'QTS Richmond', 'Microsoft Boydton', 'Meta Henrico Data Center', 'Meta Sandston', 'Lumen Richmond 1', 'Lumen Richmond 2', 'Infotel Systems Data Center']","[71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412]","[14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543]"
