Data_center,Data_center_address,Longitude_of_data_center,Latitude_of_data_center,Is_it_accurate,Zone_id,power_usage_2023_kwh,power_usage_per_hour_2023_kwh,carbon_emission_2023_tons,carbon_emission_per_hour_2023_tons
Aptum Los Angeles,360 E 2nd Street,-118.2401316,34.0479536,GoogleMap,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Equinix LA3,1920 E Maple Ave,-118.2616543,34.0294366,GoogleMap,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
365 Data Centers - Los Angeles 3,900 N. Alameda St,-118.2353984,34.0581105,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
365 Data Centers - Los Angeles 2,624 South Grand Ave,-118.2553576,34.0479477,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Windstream Los Angeles,530 West 6th St,-118.2550835,34.04833297,GoogleMap,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Key Info (Agoura Ct),30077 Agoura Ct,-118.7771698,34.1460085,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Lumen Los Angeles,818 W. 7th Street,-118.2805209,34.058142,GEOMETRIC_CENTER,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Equinix LA1,600 West 7th Street,-118.2805209,34.058142,GEOMETRIC_CENTER,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
China Telecom One Wilshire,624 S Grand Ave,-118.2553576,34.0479477,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Psychz LA Suite 100 & 200,700 Wilshire Blvd,-118.4950951,34.0213233,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Marina Towers,4676 Admiralty Way,-118.4400862,33.9803656,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Downtown Colo Corporation,650 South Grand Avenue,-118.2561798,34.0474225,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Lumen Los Angeles 4,600 Wilshire Blvd,-118.2564953,34.0479589,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
DataBank - zColo - 707 Wilshire Blvd,707 Wilshire Blvd,-118.2570021,34.0492187,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
LAX Data Center,6171 West Century Blvd,-118.393553,33.945894,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
One Data Center America,3833 Ebony St,-117.5682629,34.06675311,GoogleMap,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Long Beach Data Center,3910 E 7th St.,-118.1465216,33.77508565,GoogleMap,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
NocRoom Los Angeles Colocation,530 W 6th Street Penthouse,-118.2550835,34.04833297,GoogleMap,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Vernon Data Center,5001 S. Soto Street,-118.2196611,33.9981009,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
IHNetworks Datacenter (SFV1),20339 Nordhoff Street,-118.5771956,34.232521,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
611 Wilshire,611 Wilshire Blvd,-118.2563018,34.0483839,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
818 West 7th Street,818 West 7th Street,-118.2593775,34.0487865,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Hostrunway Data Center,900 N Alameda St #200,-118.2353984,34.0581105,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Downtown Data Center,1200 West 7th Street,-118.2658542,34.0513023,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Aon Center,707 Wilshire Boulevard,-118.2570021,34.0492187,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Quinby Building,650 South Grand Avenue,-118.2561798,34.0474225,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Downtown Colo Corporation,650 South Grand Avenue,-118.2561798,34.0474225,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Vertex SSX,615 S. Grand Avenue,-118.2500386,34.0542995,GEOMETRIC_CENTER,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Amazon AWS SFO - Arroyo,Camino Arroyo / Arroyo Circle,-121.5626114,37.0209345,GEOMETRIC_CENTER,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
2260 E El Segundo Blvd (LAX12),2260 East El Segundo Boulevard,-118.3846315,33.9156567,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Centersquare Irvine,2681 Kelvin Ave,-117.8367921,33.6846874,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Hivelocity - Los Angeles 2,600 W. 7th St,-118.2572167,34.04752856,GoogleMap,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Hivelocity - Los Angeles 1,624 S Grand Ave,-118.2553576,34.0479477,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
West 7 Center,1200 West 7th Street,-118.2658542,34.0513023,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
One Wilshire,624 South Grand Avenue,-118.2553576,34.0479477,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Colocation America LADC3,600 W. 7th St,-118.2572167,34.04752856,GoogleMap,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Equinix LA2,818 W 7th Street,-118.259378,34.048714,GoogleMap,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Evocative LAX14,3690 Redondo Beach Avenue,-118.3687331,33.8892478,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
CoreSite One Wilshire (LA1),624 South Grand Avenue,-118.2553576,34.0479477,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Prime Los Angeles,4701 S Santa Fe Ave,-118.2310616,34.0011147,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Cogent Data Center - Los Angeles,530 W 6th St,-118.2550835,34.04833297,GoogleMap,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Evocative LAX2,600 W 7th Street,-118.2805209,34.058142,GEOMETRIC_CENTER,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Colocation America LADC4,530 W. 6th St,-118.2550835,34.04833297,GoogleMap,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Cogent Data Center - Pasadena,2947  Bradley Street,-118.0889006,34.16854603,GoogleMap,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
CoreSite Los Angeles (LA2),900 North Alameda,-118.2354035,34.05812835,GoogleMap,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
TELEHOUSE Los Angeles Center,626 Wilshire Boulevard,-118.2570021,34.0482582,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Crown Castle Los Angeles LA1,624 S Grand Ave,-118.2553576,34.0479477,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Colocation America LADC5,650 S. Grand Ave,-118.2561798,34.0474225,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Colocation America LADC2,707 Wilshire Blvd,-118.2570021,34.0492187,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
UnitedLayer Los Angeles,624 S Grand Ave,-118.2553576,34.0479477,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
DataBank LAX1 - LA One Wilshire,624 South Grand Avenue,-118.2553576,34.0479477,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Serverfarm LAX1,444 North Nash Street,-118.3864564,33.9217372,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Crown Castle Los Angeles LA2,609 W 7th St,-118.2568251,34.04764875,GoogleMap,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
QuadraNet Los Angeles,530 W. 6th St.,-118.2550835,34.04833297,GoogleMap,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Centersquare - Los Angeles LAX1,200 N. Nash St,-118.3863261,33.9177324,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Xfernet Data Center,3250 Wilshire Blvd,-118.2930488,34.0609334,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
365 Data Centers - Los Angeles 1,600 W 7th St.,-118.2572167,34.04752856,GoogleMap,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Edge Centres EC101 Los Angeles,707 Wilshire Blvd.,-118.2570021,34.0492187,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
CoreSite Los Angeles (LA3),260 Bauchet St.,-118.2355582,34.0593701,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Cogent Data Center - Burbank,100 S Flower St,-118.2498183,34.056368,RANGE_INTERPOLATED,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Cogent Data Center - La Mirada,16680 Valley View Avenue,-118.0267267,33.8797748,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Colocation America LADC1,624 South Grand Avenue,-118.2553576,34.0479477,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Crown Castle Los Angeles LA3,530 W 6th St,-118.2550835,34.04833297,GoogleMap,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Aptum Los Angeles,360 E 2nd Street,-118.2401316,34.0479536,GoogleMap,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Equinix LA3,1920 E Maple Ave,-118.2616543,34.0294366,GoogleMap,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
365 Data Centers - Los Angeles 3,900 N. Alameda St,-118.2353984,34.0581105,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
365 Data Centers - Los Angeles 2,624 South Grand Ave,-118.2553576,34.0479477,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Windstream Los Angeles,530 West 6th St,-118.2550835,34.04833297,GoogleMap,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Key Info (Agoura Ct),30077 Agoura Ct,-118.7771698,34.1460085,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Lumen Los Angeles,818 W. 7th Street,-118.2805209,34.058142,GEOMETRIC_CENTER,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Equinix LA1,600 West 7th Street,-118.2805209,34.058142,GEOMETRIC_CENTER,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
China Telecom One Wilshire,624 S Grand Ave,-118.2553576,34.0479477,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Psychz LA Suite 100 & 200,700 Wilshire Blvd,-118.4950951,34.0213233,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Marina Towers,4676 Admiralty Way,-118.4400862,33.9803656,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Downtown Colo Corporation,650 South Grand Avenue,-118.2561798,34.0474225,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Lumen Los Angeles 4,600 Wilshire Blvd,-118.2564953,34.0479589,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
DataBank - zColo - 707 Wilshire Blvd,707 Wilshire Blvd,-118.2570021,34.0492187,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
LAX Data Center,6171 West Century Blvd,-118.393553,33.945894,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
One Data Center America,3833 Ebony St,-117.5682629,34.06675311,GoogleMap,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Long Beach Data Center,3910 E 7th St.,-118.1465216,33.77508565,GoogleMap,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
NocRoom Los Angeles Colocation,530 W 6th Street Penthouse,-118.2550835,34.04833297,GoogleMap,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Vernon Data Center,5001 S. Soto Street,-118.2196611,33.9981009,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
IHNetworks Datacenter (SFV1),20339 Nordhoff Street,-118.5771956,34.232521,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
611 Wilshire,611 Wilshire Blvd,-118.2563018,34.0483839,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
818 West 7th Street,818 West 7th Street,-118.2593775,34.0487865,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Hostrunway Data Center,900 N Alameda St #200,-118.2353984,34.0581105,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Downtown Data Center,1200 West 7th Street,-118.2658542,34.0513023,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Aon Center,707 Wilshire Boulevard,-118.2570021,34.0492187,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Quinby Building,650 South Grand Avenue,-118.2561798,34.0474225,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Downtown Colo Corporation,650 South Grand Avenue,-118.2561798,34.0474225,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Vertex SSX,615 S. Grand Avenue,-118.2500386,34.0542995,GEOMETRIC_CENTER,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Amazon AWS SFO - Arroyo,Camino Arroyo / Arroyo Circle,-121.5626114,37.0209345,GEOMETRIC_CENTER,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
MDC San Diego - SDG1,7014 Manya Cir,-117.0853541,32.594201,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
EdgeConneX San Diego - EDCSDG01,5761 Copley Drive,-117.1696933,32.8414243,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
DataBank SAN1 - San Diego World Trade,12270 World Trade Drive,-117.0731695,32.9884186,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
I2B Networks San Diego,8830 Complex Dr,-117.136791,32.8301744,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
LightEdge - San Diego I,9305 Lightwave Ave,-117.1298762,32.8278833,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
ScaleMatrix San Diego ,5775 Kearny Villa Rd,-117.1331851,32.8382046,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Cogent Data Center - San Diego 2,9530 Towne Centre Drive,-117.2095055,32.8805492,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Cogent Data Center - San Diego 1,525 B Street,-117.1597364,32.7176935,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
DataBank SAN2 - San Diego Aero Drive,9606 Aero Drive,-117.121087,32.8101296,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
LightEdge - San Diego II,9725 Scranton Road,-117.2010501,32.8971493,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Lumen San Diego 1,8929 Aero Drive,-117.1358985,32.8085889,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
CARI.net,8929 Complex Drive,-117.13372,32.82962,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Lumen San Diego 2,8923 Complex Drive,-117.134171,32.829841,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
1525 Comstock St (SJC16),1525 Comstock Street,-116.0090471,36.199322,RANGE_INTERPOLATED,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
1201 Comstock St (SJC15),1201 Comstock Street,-116.0082562,36.2000151,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
1725 Comstock St (SJC29),1725 Comstock Street,-116.0092209,36.1992526,RANGE_INTERPOLATED,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Evocative SJC14,1525 Comstock Street,-116.0090471,36.199322,RANGE_INTERPOLATED,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
DataBank SNA1 - Irvine,17222 Von Karman Avenue,-117.8406041,33.6904602,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
DataBank SNA2 - Irvine,17400 Von Karman Avenue,-117.842321,33.687889,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Millennium Systems Inc,580 Wald,-117.7342483,33.63190091,GoogleMap,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Aecero,2463 W La Palma Ave,-117.9709957,33.8496974,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Centersquare - Los Angeles LAX3,17836 Gillette Ave.,-117.8487271,33.6873393,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Cogent Data Center - Anaheim,300 S Harbor Blvd.,-117.9182179,33.8316095,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Cogent Data Center - Anaheim 2,1750 W Penhall Way,-117.9451281,33.8347622,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Cogent Data Center - Rialto,282 S Sycamore Ave,-118.3427066,34.0690601,RANGE_INTERPOLATED,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Orange County Internet Exchange,2001 E. Dyer Rd,-117.8439486,33.7083825,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
TPx Santa Ana Data Center,2001 E Dyer Rd,-117.8439486,33.7083825,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Lumen Anaheim 1,2461 W. La Palma Avenue,-117.9709649,33.848538,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Data Canopy - Irvine,16842 Von Karman Ave,-117.8359967,33.6943002,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
IC2NET Tustin Data Center,14351 Myford Rd,-117.803253,33.7171776,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Lumen Tustin,14452 Franklin Avenue,-118.3792866,34.0981311,RANGE_INTERPOLATED,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
H5 Data Centers San Luis Obispo,3610 Sacramento Dr.,-120.6407318,35.2557272,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Lumen San Luis Obispo 1,775 Capitolio Way,-120.6450195,35.2565599,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Lumen San Luis Obispo 2,254 Granada Drive,-120.6672777,35.25167735,GoogleMap,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
SBP1,3620 Sacramento Dr,-120.6414263,35.2553941,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Lumen Fresno 2,7576 N Del Mar Ave,-119.7953622,36.8480552,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Lumen Fresno 1,305 W. Napa Ave,-119.8151856,36.7469578,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
AISO Solar Powered Data Center,25655 Louisa Lane,-117.1522255,33.74819139,GoogleMap,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
200 North Nash Street (LAX11),200 North Nash Street,-118.3863261,33.9177324,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Evocative LAX10,2260 E El Segundo Blvd,-118.232167,33.9158941,RANGE_INTERPOLATED,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Goleta,81 David Love Place,-119.8397063,34.4363494,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Got.Net,303 Potrero St.,-122.0305423,36.9814559,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Lumen Bakersfield 2,1430 Truxtun Ave,-119.017792,35.373728,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Lumen Santa Barbara,122 Helena Ave,-119.6901576,34.4144425,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Santa Barbara,104 West Anapamu Street,-119.7062693,34.4223556,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Cogent Data Center - Stockton,3807 Coronado Ave,-117.2377139,32.7321203,RANGE_INTERPOLATED,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Centersquare Hawthorne,2301 W 120th St,-118.3207084,33.9243863,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
One Data Center Ontario,350 S. Milliken Ave,-117.559739,34.0600403,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Provision Data Services,2020 Live Oak,-118.0294406,34.107593,GEOMETRIC_CENTER,US-CAL-CISO,78464.60072,8.957146201,34643.58137,3.954746732
Cogent Data Center - Buffalo,271 Bristol St,-117.8836398,33.6678483,RANGE_INTERPOLATED,US-CAL-CISO,31776.44531,3.627448095,34643.58137,3.954746732
9355 Grand Ave (ORD13),9355 Grand Ave,-117.8725292,34.1510858,RANGE_INTERPOLATED,US-CAL-CISO,49338.91391,5.632296108,34643.58137,3.954746732
9377 Grand Ave (ORD14),9377 Grand Ave,-117.8725292,34.1510858,RANGE_INTERPOLATED,US-CAL-CISO,49338.91391,5.632296108,34643.58137,3.954746732
Amazon AWS - New Carlisle,Huckleberry Rd & Gordon Rd,-117.9030312,33.7630368,GEOMETRIC_CENTER,US-CAL-CISO,49338.91391,5.632296108,34643.58137,3.954746732
Dulles 28 Technology Park,Pacific Blvd / Wapool Rd,-118.225292,33.9844123,GEOMETRIC_CENTER,US-CAL-CISO,71566.85412,8.169732206,34643.58137,3.954746732
1780 Business Center Drive (VA3),1780 Business Center Drive,-117.8595739,33.6785385,RANGE_INTERPOLATED,US-CAL-CISO,71566.85412,8.169732206,34643.58137,3.954746732
STACK Infrastructure NVA04B,22285 Lockridge Rd,-118.3944308,34.1288388,RANGE_INTERPOLATED,US-CAL-CISO,71566.85412,8.169732206,34643.58137,3.954746732
STACK Infrastructure NVA04C,22295 Lockridge Rd,-118.3944308,34.1288388,RANGE_INTERPOLATED,US-CAL-CISO,71566.85412,8.169732206,34643.58137,3.954746732
STACK Infrastructure NVA04A,22275 Lockridge Rd,-118.3944308,34.1288388,RANGE_INTERPOLATED,US-CAL-CISO,71566.85412,8.169732206,34643.58137,3.954746732
Fusion Connect - Spokane,118 N. Stevens St,-117.8760517,33.7882946,RANGE_INTERPOLATED,US-CAL-CISO,58108,6.6333333,34643.58137,3.954746732
OneNeck Madison,5515 Nobel Drive,-117.1920934,32.8710223,RANGE_INTERPOLATED,US-CAL-CISO,3918.947368,0.447368421,34643.58137,3.954746732
